Scheme_Name	Asset_Value
PGIM India Corporate Bond Fund - Quarterly Dividend	11.6231
PGIM India Premier Bond Fund - Annual Bonus	24.9334
PGIM India Premier Bond Fund - Bonus	15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus	13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus	13.5688
SBI Corporate Bond Fund - Direct Plan - Growth	16.4294
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	15.5077
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	15.9717
SBI Corporate Bond Fund - Regular Plan - Growth	15.9220
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	15.0263
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	15.4700
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	13.0091
Sundaram Corporate Bond Fund Direct Plan - Growth	42.6457
Sundaram Corporate Bond Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	17.7706
Sundaram Corporate Bond Fund Direct Plan - Income Distribution cum Capital Withdrawal(IDCW)	17.9673
Sundaram Corporate Bond Fund Direct Plan -Income Distribution cum Capital Withdrawal (IDCW)	18.5296
Sundaram Corporate Bond Fund Direct Plan-Income Distribution cum Capital Withdrawal(IDCW)	19.0369
Sundaram Corporate Bond Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW )	18.4247
Sundaram Corporate Bond Fund Regular Plan -Income Distribution cum Capital Withdrawal(IDCW)	16.9548
Sundaram Corporate Bond Fund Regular Plan- Growth	41.2031
Sundaram Corporate Bond Fund Regular Plan- Income Distribution cum Capital Withdrawal (IDCW)	17.9561
Sundaram Corporate Bond Fund Regular Plan-Income Distribution cum Capital Withdrawal (IDCW)	17.6302
Tata Corporate Bond Fund-Direct Plan-Growth	12.9488
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout	12.9488
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment	12.9488
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout	12.9488
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment	12.9488
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout	12.9488
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment	12.9488
Tata Corporate Bond Fund-Regular Plan-Growth	12.6608
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout	12.6608
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment	12.6608
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout	12.6608
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment	12.6608
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout	12.6608
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment	12.6608
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH	1233.2314
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW	1174.6214
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH	1219.3132
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW	1158.9443
Union Corporate Bond Fund - Direct Plan - Growth Option	16.0434
Union Corporate Bond Fund - Direct Plan - IDCW Option	16.0434
Union Corporate Bond Fund - Regular Plan - Growth Option	15.6689
Union Corporate Bond Fund - Regular Plan - IDCW Option	15.6689
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option	6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option	7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW	1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW	1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW	2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW	1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW	1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW	1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW	13.7954
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW	15.1751
UTI Corporate Bond Fund - Direct Plan - Growth Option	17.2174
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW	14.7118
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW	15.0583
UTI Corporate Bond Fund - Regular Plan - Annual IDCW	13.4466
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW	14.8202
UTI Corporate Bond Fund - Regular Plan - Growth Option	16.8306
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW	14.2206
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW	14.6352
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW	14.1889
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus	25.4998
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth	25.501
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW	12.8939
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus	17.7004
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth	23.1933
Axis Credit Risk Fund - Direct Plan - Growth	24.8138
Axis Credit Risk Fund - Direct Plan - Monthly IDCW	10.2517
Axis Credit Risk Fund - Direct Plan - Weekly IDCW	10.3000
Axis Credit Risk Fund - Regular Plan - Growth	22.1220
Axis Credit Risk Fund - Regular Plan - Monthly IDCW	10.2084
Axis Credit Risk Fund - Regular Plan - Weekly IDCW	10.1730
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW	10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW	10.6214
BANDHAN Credit Risk Fund - Regular Plan Growth	16.7229
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW	10.2387
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW	12.9861
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW	10.5937
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW	10.7566
BANDHAN Credit Risk Fund-Direct Plan-Growth	18.2223
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW	13.4671
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW	10.7982
BANK OF INDIA Credit Risk  Fund - Direct Plan	12.8265
BANK OF INDIA Credit Risk Fund - Regular Plan	12.5004
Baroda BNP Paribas Credit Risk fund - Regular-Quarterly- IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Quarterly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund - Regular-Weekly-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit risk fund -Defunct -Growth option -Seg-Portfolio 2 (erstwhile BBNPP Medium Duration Fund-Defunct Growth Option Seg.Portfolio1)	0.0000
Baroda BNP Paribas Credit Risk fund -Defunct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Defunct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct - Growth option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Growth option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Quarterly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Quarterly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW	14.4166
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW	12.8472
Baroda BNP Paribas Credit Risk fund -Direct-Daily IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-daily-IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option	25.2066
Baroda BNP Paribas Credit Risk fund -Regular -Daily-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Daily-IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Regular -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Regular-Growth -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular Growth Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option	22.8336
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW	11.3309
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW	11.8099
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund-Defunct -Daily IDCW option - seg Portfolio 2 (erstwhile BBNPP Medium Duration fund Defunct Daily IDCW daily option Seg Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1	0.0000
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly	11.2197
DSP Credit Risk Fund - Direct Plan - Growth	55.3842
DSP Credit Risk Fund - Direct Plan - IDCW	12.2682
DSP Credit Risk Fund - Direct Plan - IDCW - Daily	11.1232
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly	11.5675
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly	11.1237
DSP Credit Risk Fund - Regular Plan - IDCW	12.1551
DSP Credit Risk Fund - Regular Plan - IDCW - Daily	11.1228
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly	11.2802
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly	11.4319
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly	11.1235
DSP Credit Risk Fund - Regular Plan -Growth	50.5841
Franklin India Credit Risk Fund - Direct - Growth	25.5650
Franklin India Credit Risk Fund - Direct - IDCW	14.0105
Franklin India Credit Risk Fund - Growth	25.3348
Franklin India Credit Risk Fund - IDCW	13.5858
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan	0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW	0.0000
HDFC Credit Risk Debt Fund - Growth Option	24.7518
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan	26.8043
HDFC Credit Risk Debt Fund - IDCW Option	22.7922
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan	23.4967
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan	10.8249
HDFC Credit Risk Debt Fund - Quarterly IDCW Option	10.4764
HSBC Credit Risk Fund - Direct Annual IDCW	14.1599
HSBC Credit Risk Fund - Direct Growth	35.9183
HSBC Credit Risk Fund - Direct IDCW	12.4398
HSBC Credit Risk Fund - Regular Annual IDCW	13.0678
HSBC Credit Risk Fund - Regular Growth	33.0414
HSBC Credit Risk Fund - Regular IDCW	11.3958
HSBC Credit Risk Fund- Regular Plan - Bonus	32.5192
ICICI Prudential Credit Risk Fund - Annual IDCW	10.3035
ICICI Prudential Credit Risk Fund - Bonus	15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW	10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth	36.4650
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW	10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW	12.0681
ICICI Prudential Credit Risk Fund - Direct Plan Bonus	14.6853
ICICI Prudential Credit Risk Fund - Growth	33.0080
ICICI Prudential Credit Risk Fund - Half Yearly IDCW	10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW	11.3632
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	2223.7203
Invesco India Credit Risk Fund - Direct Plan - Growth	2207.2412
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1184.1713
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)	1973.4847
Invesco India Credit Risk Fund - Regular Plan - Growth	1974.0983
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1449.8186
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	25.8434
Kotak Credit Risk Fund - Growth	30.4791
Kotak Credit Risk Fund - Growth - Direct	34.4076
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option	13.255
Nippon India Credit Risk Fund  - Growth Plan	36.1342
Nippon India Credit Risk Fund  - Institutional Growth Plan	37.7230
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan	39.8781
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option	21.5910
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option	13.7864
NIPPON INDIA CREDIT RISK FUND - IDCW Option	19.8206
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option	13.1756
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan	0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan	0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan	0.0000
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	16.1092
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	23.6251
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	50.7675
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	15.5213
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH	46.8957
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	21.2008
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option	2.6874
UTI - Credit Risk Fund (Segregated - 17022020) - Regular Plan - Growth Option	2.4018
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW	1.7437
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW	1.7035
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW	1.7067
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW	1.6036
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW	1.8964
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW	1.6027
